that	is	desirable	in	a	PRON	AUX	ADJ
is	desirable	in	a	world	AUX	ADJ	ADP
desirable	in	a	world	of	ADJ	ADP	DET
in	a	world	of	conflicting	ADP	DET	NOUN
a	world	of	conflicting	reports	DET	NOUN	ADP
world	of	conflicting	reports	.	NOUN	ADP	VERB
of	conflicting	reports	.	</s>	ADP	VERB	NOUN
conflicting	reports	.	</s>	</s>	VERB	NOUN	PUNCT
<s>	<s>	There	are	a	<s>	<s>	PRON
<s>	There	are	a	wealth	<s>	PRON	VERB
There	are	a	wealth	of	PRON	VERB	DET
are	a	wealth	of	references	VERB	DET	NOUN
a	wealth	of	references	on	DET	NOUN	ADP
wealth	of	references	on	Chernobyl	NOUN	ADP	NOUN
of	references	on	Chernobyl	.	ADP	NOUN	ADP
references	on	Chernobyl	.	</s>	NOUN	ADP	PROPN
on	Chernobyl	.	</s>	</s>	ADP	PROPN	PUNCT
<s>	<s>	Read	some	of	<s>	<s>	VERB
<s>	Read	some	of	the	<s>	VERB	DET
Read	some	of	the	following	VERB	DET	ADP
some	of	the	following	links	DET	ADP	DET
of	the	following	links	and	ADP	DET	VERB
the	following	links	and	draw	DET	VERB	NOUN
following	links	and	draw	your	VERB	NOUN	CCONJ
links	and	draw	your	own	NOUN	CCONJ	VERB
and	draw	your	own	conclusions	CCONJ	VERB	PRON
draw	your	own	conclusions	.	VERB	PRON	ADJ
your	own	conclusions	.	</s>	PRON	ADJ	NOUN
own	conclusions	.	</s>	</s>	ADJ	NOUN	PUNCT
<s>	<s>	These	links	present	<s>	<s>	DET
<s>	These	links	present	the	<s>	DET	NOUN
These	links	present	the	many	DET	NOUN	VERB
links	present	the	many	viewpoints	NOUN	VERB	DET
present	the	many	viewpoints	that	VERB	DET	ADJ
the	many	viewpoints	that	existed	DET	ADJ	NOUN
many	viewpoints	that	existed	and	ADJ	NOUN	PRON
viewpoints	that	existed	and	still	NOUN	PRON	VERB
that	existed	and	still	exist	PRON	VERB	CCONJ
existed	and	still	exist	about	VERB	CCONJ	ADV
and	still	exist	about	the	CCONJ	ADV	VERB
still	exist	about	the	disaster	ADV	VERB	ADP
exist	about	the	disaster	called	VERB	ADP	DET
about	the	disaster	called	Chernobyl	ADP	DET	NOUN
the	disaster	called	Chernobyl	:	DET	NOUN	VERB
disaster	called	Chernobyl	:	</s>	NOUN	VERB	PROPN
called	Chernobyl	:	</s>	</s>	VERB	PROPN	PUNCT
<s>	<s>	IAEA	Report	Lessons	<s>	<s>	PROPN
<s>	IAEA	Report	Lessons	learned	<s>	PROPN	NOUN
IAEA	Report	Lessons	learned	</s>	PROPN	NOUN	PROPN
Report	Lessons	learned	</s>	</s>	NOUN	PROPN	VERB
<s>	<s>	http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://digon_va.tripod.com/Chernobyl.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.oneworld.org/index_oc/issue196/byckau.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.collectinghistory.net/chernobyl/	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.ukrainianweb.com/chernobyl_ukraine.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.bullatomsci.org/issues/1993/s93/s93Marples.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.infoukes.com/history/chornobyl/gregorovich/index.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.un.org/ha/chernobyl/	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.tecsoc.org/pubs/history/2002/apr26.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.chernobyl.org.uk/page2.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.time.com/time/daily/chernobyl/860901.accident.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.infoukes.com/history/chornobyl/elg/	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.world-nuclear.org/info/chernobyl/inf07.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.nea.fr/html/rp/chernobyl/conclusions5.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.nea.fr/html/rp/chernobyl/c01.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.nea.fr/html/rp/chernobyl/c05.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.physics.isu.edu/radinf/chern.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.chernobyl.info/en	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.arps.org.au/Chernobyl.htm	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www-formal.stanford.edu/jmc/progress/chernobyl.html	</s>	</s>	<s>	<s>	X
<s>	<s>	http://www.21stcenturysciencetech.com/articles/chernobyl.html	</s>	</s>	<s>	<s>	X
<s>	<s>	I	would	be	<s>	<s>	PRON
<s>	I	would	be	interested	<s>	PRON	AUX
I	would	be	interested	in	PRON	AUX	AUX
would	be	interested	in	hearing	AUX	AUX	ADJ
be	interested	in	hearing	what	AUX	ADJ	SCONJ
interested	in	hearing	what	conclusions	ADJ	SCONJ	VERB
in	hearing	what	conclusions	you	SCONJ	VERB	DET
hearing	what	conclusions	you	reached	VERB	DET	NOUN
what	conclusions	you	reached	and	DET	NOUN	PRON
conclusions	you	reached	and	what	NOUN	PRON	VERB
you	reached	and	what	you	PRON	VERB	CCONJ
reached	and	what	you	found	VERB	CCONJ	PRON
and	what	you	found	that	CCONJ	PRON	PRON
what	you	found	that	was	PRON	PRON	VERB
you	found	that	was	most	PRON	VERB	PRON
found	that	was	most	convincing	VERB	PRON	AUX
that	was	most	convincing	.	PRON	AUX	ADV
was	most	convincing	.	</s>	AUX	ADV	ADJ
most	convincing	.	</s>	</s>	ADV	ADJ	PUNCT
<s>	<s>	radiation	:	</s>	<s>	<s>	NOUN
<s>	radiation	:	</s>	</s>	<s>	NOUN	PUNCT
<s>	<s>	As	a	child	<s>	<s>	ADP
<s>	As	a	child	in	<s>	ADP	DET
As	a	child	in	the	ADP	DET	NOUN
a	child	in	the	50's	DET	NOUN	ADP
child	in	the	50's	I	NOUN	ADP	DET
in	the	50's	I	had	ADP	DET	NOUN
the	50's	I	had	a	DET	NOUN	PRON
50's	I	had	a	lot	NOUN	PRON	VERB
I	had	a	lot	of	PRON	VERB	DET
had	a	lot	of	glandular	VERB	DET	NOUN
a	lot	of	glandular	problems	DET	NOUN	ADP
lot	of	glandular	problems	and	NOUN	ADP	ADJ
of	glandular	problems	and	they	ADP	ADJ	NOUN
glandular	problems	and	they	treated	ADJ	NOUN	CCONJ
problems	and	they	treated	it	NOUN	CCONJ	PRON
and	they	treated	it	with	CCONJ	PRON	VERB
they	treated	it	with	radiation	PRON	VERB	PRON
treated	it	with	radiation	therapy	VERB	PRON	ADP
it	with	radiation	therapy	(	PRON	ADP	NOUN
with	radiation	therapy	(	primitive	ADP	NOUN	NOUN
radiation	therapy	(	primitive	at	NOUN	NOUN	PUNCT
therapy	(	primitive	at	best	NOUN	PUNCT	ADJ
(	primitive	at	best	!	PUNCT	ADJ	ADP
primitive	at	best	!	)	ADJ	ADP	ADJ
at	best	!	)	and	ADP	ADJ	PUNCT
best	!	)	and	stopped	ADJ	PUNCT	PUNCT
!	)	and	stopped	when	PUNCT	PUNCT	CCONJ
)	and	stopped	when	a	PUNCT	CCONJ	VERB
and	stopped	when	a	lesion	CCONJ	VERB	ADV
stopped	when	a	lesion	on	VERB	ADV	DET
when	a	lesion	on	my	ADV	DET	NOUN
a	lesion	on	my	neck	DET	NOUN	ADP
lesion	on	my	neck	started	NOUN	ADP	PRON
on	my	neck	started	enlarging	ADP	PRON	NOUN
my	neck	started	enlarging	--	PRON	NOUN	VERB
neck	started	enlarging	--	they	NOUN	VERB	VERB
started	enlarging	--	they	said	VERB	VERB	PUNCT
enlarging	--	they	said	it	VERB	PUNCT	PRON
--	they	said	it	was	PUNCT	PRON	VERB
they	said	it	was	not	PRON	VERB	PRON
said	it	was	not	CA	VERB	PRON	AUX
it	was	not	CA	but	PRON	AUX	PART
was	not	CA	but	stopped	AUX	PART	NOUN
not	CA	but	stopped	the	PART	NOUN	CCONJ
CA	but	stopped	the	treatments	NOUN	CCONJ	VERB
but	stopped	the	treatments	....	CCONJ	VERB	DET
stopped	the	treatments	....	</s>	VERB	DET	NOUN
the	treatments	....	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	Remember	the	old	<s>	<s>	VERB
<s>	Remember	the	old	shoe	<s>	VERB	DET
Remember	the	old	shoe	sizing	VERB	DET	ADJ
the	old	shoe	sizing	machines	DET	ADJ	NOUN
old	shoe	sizing	machines	that	ADJ	NOUN	VERB
shoe	sizing	machines	that	was	NOUN	VERB	NOUN
sizing	machines	that	was	a	VERB	NOUN	PRON
machines	that	was	a	form	NOUN	PRON	AUX
that	was	a	form	of	PRON	AUX	DET
was	a	form	of	radiation	AUX	DET	NOUN
a	form	of	radiation	xray	DET	NOUN	ADP
form	of	radiation	xray	?	NOUN	ADP	NOUN
of	radiation	xray	?	</s>	ADP	NOUN	NOUN
radiation	xray	?	</s>	</s>	NOUN	NOUN	PUNCT
<s>	<s>	That	too	was	<s>	<s>	PRON
<s>	That	too	was	stopped	<s>	PRON	ADV
That	too	was	stopped	.	PRON	ADV	AUX
too	was	stopped	.	</s>	ADV	AUX	VERB
was	stopped	.	</s>	</s>	AUX	VERB	PUNCT
<s>	<s>	Do	n't	have	<s>	<s>	AUX
<s>	Do	n't	have	to	<s>	AUX	PART
Do	n't	have	to	mention	AUX	PART	VERB
n't	have	to	mention	what	PART	VERB	PART
have	to	mention	what	radiation	VERB	PART	VERB
to	mention	what	radiation	has	PART	VERB	PRON
mention	what	radiation	has	done	VERB	PRON	NOUN
what	radiation	has	done	and	PRON	NOUN	AUX
radiation	has	done	and	is	NOUN	AUX	VERB
has	done	and	is	still	AUX	VERB	CCONJ
done	and	is	still	doing	VERB	CCONJ	AUX
and	is	still	doing	to	CCONJ	AUX	ADV
is	still	doing	to	Hirsohima	AUX	ADV	VERB
still	doing	to	Hirsohima	&	ADV	VERB	ADP
doing	to	Hirsohima	&	Nagaski	VERB	ADP	PROPN
to	Hirsohima	&	Nagaski	folks	ADP	PROPN	CCONJ
Hirsohima	&	Nagaski	folks	--	PROPN	CCONJ	PROPN
&	Nagaski	folks	--	there	CCONJ	PROPN	NOUN
Nagaski	folks	--	there	can	PROPN	NOUN	PUNCT
folks	--	there	can	be	NOUN	PUNCT	PRON
--	there	can	be	no	PUNCT	PRON	AUX
there	can	be	no	doubts	PRON	AUX	VERB
can	be	no	doubts	about	AUX	VERB	DET
be	no	doubts	about	the	VERB	DET	NOUN
no	doubts	about	the	effects	DET	NOUN	ADP
doubts	about	the	effects	of	NOUN	ADP	DET
about	the	effects	of	radiation	ADP	DET	NOUN
the	effects	of	radiation	in	DET	NOUN	ADP
effects	of	radiation	in	Chernobyl	NOUN	ADP	NOUN
of	radiation	in	Chernobyl	.......	ADP	NOUN	ADP
radiation	in	Chernobyl	.......	</s>	NOUN	ADP	PROPN
in	Chernobyl	.......	</s>	</s>	ADP	PROPN	PUNCT
<s>	<s>	The	Chernobyl	Children	<s>	<s>	DET
<s>	The	Chernobyl	Children	's	<s>	DET	PROPN
The	Chernobyl	Children	's	Project	DET	PROPN	PROPN
Chernobyl	Children	's	Project	(	PROPN	PROPN	PART
Children	's	Project	(	http://www.adiccp.org/home/default.asp	PROPN	PART	PROPN
's	Project	(	http://www.adiccp.org/home/default.asp	)	PART	PROPN	PUNCT
Project	(	http://www.adiccp.org/home/default.asp	)	offers	PROPN	PUNCT	X
(	http://www.adiccp.org/home/default.asp	)	offers	several	PUNCT	X	PUNCT
http://www.adiccp.org/home/default.asp	)	offers	several	ways	X	PUNCT	VERB
)	offers	several	ways	to	PUNCT	VERB	ADJ
offers	several	ways	to	help	VERB	ADJ	NOUN
several	ways	to	help	the	ADJ	NOUN	PART
ways	to	help	the	children	NOUN	PART	VERB
to	help	the	children	of	PART	VERB	DET
help	the	children	of	that	VERB	DET	NOUN
the	children	of	that	region	DET	NOUN	ADP
children	of	that	region	.	NOUN	ADP	DET
of	that	region	.	</s>	ADP	DET	NOUN
that	region	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	One	of	them	<s>	<s>	NUM
<s>	One	of	them	is	<s>	NUM	ADP
One	of	them	is	the	NUM	ADP	PRON
of	them	is	the	Rest	ADP	PRON	AUX
them	is	the	Rest	and	PRON	AUX	DET
is	the	Rest	and	Recuperation	AUX	DET	PROPN
the	Rest	and	Recuperation	Program	DET	PROPN	CCONJ
Rest	and	Recuperation	Program	,	PROPN	CCONJ	PROPN
and	Recuperation	Program	,	wherein	CCONJ	PROPN	PROPN
Recuperation	Program	,	wherein	a	PROPN	PROPN	PUNCT
Program	,	wherein	a	child	PROPN	PUNCT	ADV
,	wherein	a	child	can	PUNCT	ADV	DET
wherein	a	child	can	come	ADV	DET	NOUN
a	child	can	come	to	DET	NOUN	AUX
child	can	come	to	the	NOUN	AUX	VERB
can	come	to	the	US	AUX	VERB	ADP
come	to	the	US	for	VERB	ADP	DET
to	the	US	for	a	ADP	DET	PROPN
the	US	for	a	few	DET	PROPN	ADP
US	for	a	few	weeks	PROPN	ADP	DET
for	a	few	weeks	in	ADP	DET	ADJ
a	few	weeks	in	the	DET	ADJ	NOUN
few	weeks	in	the	summer	ADJ	NOUN	ADP
weeks	in	the	summer	.	NOUN	ADP	DET
in	the	summer	.	</s>	ADP	DET	NOUN
the	summer	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	Even	a	little	<s>	<s>	ADV
<s>	Even	a	little	time	<s>	ADV	DET
Even	a	little	time	spent	ADV	DET	ADJ
a	little	time	spent	receiving	DET	ADJ	NOUN
little	time	spent	receiving	wholesome	ADJ	NOUN	VERB
time	spent	receiving	wholesome	,	NOUN	VERB	VERB
spent	receiving	wholesome	,	uncontaminated	VERB	VERB	ADJ
receiving	wholesome	,	uncontaminated	food	VERB	ADJ	PUNCT
wholesome	,	uncontaminated	food	,	ADJ	PUNCT	ADJ
,	uncontaminated	food	,	good	PUNCT	ADJ	NOUN
uncontaminated	food	,	good	medical	ADJ	NOUN	PUNCT
food	,	good	medical	care	NOUN	PUNCT	ADJ
,	good	medical	care	,	PUNCT	ADJ	ADJ
good	medical	care	,	etc.	ADJ	ADJ	NOUN
medical	care	,	etc.	can	ADJ	NOUN	PUNCT
care	,	etc.	can	add	NOUN	PUNCT	X
,	etc.	can	add	years	PUNCT	X	AUX
etc.	can	add	years	to	X	AUX	VERB
can	add	years	to	their	AUX	VERB	NOUN
add	years	to	their	lives	VERB	NOUN	ADP
years	to	their	lives	.	NOUN	ADP	PRON
to	their	lives	.	</s>	ADP	PRON	NOUN
their	lives	.	</s>	</s>	PRON	NOUN	PUNCT
<s>	<s>	S.	and	I	<s>	<s>	PROPN
<s>	S.	and	I	have	<s>	PROPN	CCONJ
S.	and	I	have	an	PROPN	CCONJ	PRON
and	I	have	an	acquaintance	CCONJ	PRON	VERB
I	have	an	acquaintance	who	PRON	VERB	DET
have	an	acquaintance	who	has	VERB	DET	NOUN
an	acquaintance	who	has	hosted	DET	NOUN	PRON
acquaintance	who	has	hosted	several	NOUN	PRON	AUX
who	has	hosted	several	of	PRON	AUX	VERB
has	hosted	several	of	these	AUX	VERB	ADJ
hosted	several	of	these	children	VERB	ADJ	ADP
several	of	these	children	for	ADJ	ADP	DET
of	these	children	for	many	ADP	DET	NOUN
these	children	for	many	years	DET	NOUN	ADP
children	for	many	years	;	NOUN	ADP	ADJ
for	many	years	;	to	ADP	ADJ	NOUN
many	years	;	to	see	ADJ	NOUN	PUNCT
years	;	to	see	these	NOUN	PUNCT	PART
;	to	see	these	little	PUNCT	PART	VERB
to	see	these	little	ones	PART	VERB	DET
see	these	little	ones	breaks	VERB	DET	ADJ
these	little	ones	breaks	the	DET	ADJ	NOUN
little	ones	breaks	the	heart	ADJ	NOUN	VERB
ones	breaks	the	heart	.	NOUN	VERB	DET
breaks	the	heart	.	</s>	VERB	DET	NOUN
the	heart	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	The	urge	to	<s>	<s>	DET
<s>	The	urge	to	protect	<s>	DET	NOUN
The	urge	to	protect	and	DET	NOUN	PART
urge	to	protect	and	gather	NOUN	PART	VERB
to	protect	and	gather	them	PART	VERB	CCONJ
protect	and	gather	them	all	VERB	CCONJ	VERB
and	gather	them	all	in	CCONJ	VERB	PRON
gather	them	all	in	is	VERB	PRON	DET
them	all	in	is	almost	PRON	DET	ADV
all	in	is	almost	overwhelming	DET	ADV	AUX
in	is	almost	overwhelming	,	ADV	AUX	ADV
is	almost	overwhelming	,	and	AUX	ADV	ADJ
almost	overwhelming	,	and	makes	ADV	ADJ	PUNCT
overwhelming	,	and	makes	me	ADJ	PUNCT	CCONJ
,	and	makes	me	more	PUNCT	CCONJ	VERB
and	makes	me	more	grateful	CCONJ	VERB	PRON
makes	me	more	grateful	for	VERB	PRON	ADV
me	more	grateful	for	the	PRON	ADV	ADJ
more	grateful	for	the	blessings	ADV	ADJ	ADP
grateful	for	the	blessings	I	ADJ	ADP	DET
for	the	blessings	I	have	ADP	DET	NOUN
the	blessings	I	have	.	DET	NOUN	PRON
blessings	I	have	.	</s>	NOUN	PRON	VERB
I	have	.	</s>	</s>	PRON	VERB	PUNCT
<s>	<s>	Take	care	,	<s>	<s>	VERB
<s>	Take	care	,	my	<s>	VERB	NOUN
Take	care	,	my	friend	VERB	NOUN	PUNCT
care	,	my	friend	,	NOUN	PUNCT	PRON
,	my	friend	,	Linda	PUNCT	PRON	NOUN
my	friend	,	Linda	</s>	PRON	NOUN	PUNCT
friend	,	Linda	</s>	</s>	NOUN	PUNCT	PROPN
<s>	<s>	I	'm	sorry	<s>	<s>	PRON
<s>	I	'm	sorry	to	<s>	PRON	AUX
I	'm	sorry	to	say	PRON	AUX	ADJ
'm	sorry	to	say	Elena	AUX	ADJ	PART
sorry	to	say	Elena	's	ADJ	PART	VERB
to	say	Elena	's	story	PART	VERB	PROPN
say	Elena	's	story	has	VERB	PROPN	PART
Elena	's	story	has	been	PROPN	PART	NOUN
's	story	has	been	revealed	PART	NOUN	AUX
story	has	been	revealed	to	NOUN	AUX	AUX
has	been	revealed	to	be	AUX	AUX	VERB
been	revealed	to	be	a	AUX	VERB	PART
revealed	to	be	a	fake	VERB	PART	AUX
to	be	a	fake	.	PART	AUX	DET
be	a	fake	.	</s>	AUX	DET	NOUN
a	fake	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	What	do	the	<s>	<s>	PRON
<s>	What	do	the	new	<s>	PRON	AUX
What	do	the	new	al	PRON	AUX	DET
do	the	new	al	-	AUX	DET	ADJ
the	new	al	-	Qaeda	DET	ADJ	PROPN
new	al	-	Qaeda	videotape	ADJ	PROPN	PUNCT
al	-	Qaeda	videotape	and	PROPN	PUNCT	PROPN
-	Qaeda	videotape	and	audio	PUNCT	PROPN	NOUN
Qaeda	videotape	and	audio	speeches	PROPN	NOUN	CCONJ
videotape	and	audio	speeches	of	NOUN	CCONJ	NOUN
and	audio	speeches	of	Bin	CCONJ	NOUN	NOUN
audio	speeches	of	Bin	Laden	NOUN	NOUN	ADP
speeches	of	Bin	Laden	and	NOUN	ADP	PROPN
of	Bin	Laden	and	Ayman	ADP	PROPN	PROPN
Bin	Laden	and	Ayman	al	PROPN	PROPN	CCONJ
Laden	and	Ayman	al	-	PROPN	CCONJ	PROPN
and	Ayman	al	-	Zawahiri	CCONJ	PROPN	PROPN
Ayman	al	-	Zawahiri	tell	PROPN	PROPN	PUNCT
al	-	Zawahiri	tell	us	PROPN	PUNCT	PROPN
-	Zawahiri	tell	us	about	PUNCT	PROPN	VERB
Zawahiri	tell	us	about	the	PROPN	VERB	PRON
tell	us	about	the	hopes	VERB	PRON	ADP
us	about	the	hopes	of	PRON	ADP	DET
about	the	hopes	of	the	ADP	DET	NOUN
the	hopes	of	the	remaining	DET	NOUN	ADP
hopes	of	the	remaining	top	NOUN	ADP	DET
of	the	remaining	top	leadership	ADP	DET	ADJ
the	remaining	top	leadership	of	DET	ADJ	ADJ
remaining	top	leadership	of	the	ADJ	ADJ	NOUN
top	leadership	of	the	organization	ADJ	NOUN	ADP
leadership	of	the	organization	?	NOUN	ADP	DET
of	the	organization	?	</s>	ADP	DET	NOUN
the	organization	?	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	Because	the	US	<s>	<s>	SCONJ
<s>	Because	the	US	and	<s>	SCONJ	DET
Because	the	US	and	Pakistan	SCONJ	DET	PROPN
the	US	and	Pakistan	have	DET	PROPN	CCONJ
US	and	Pakistan	have	managed	PROPN	CCONJ	PROPN
and	Pakistan	have	managed	to	CCONJ	PROPN	AUX
Pakistan	have	managed	to	capture	PROPN	AUX	VERB
have	managed	to	capture	or	AUX	VERB	PART
managed	to	capture	or	kill	VERB	PART	VERB
to	capture	or	kill	about	PART	VERB	CCONJ
capture	or	kill	about	2	VERB	CCONJ	VERB
or	kill	about	2	/	CCONJ	VERB	ADV
kill	about	2	/	3s	VERB	ADV	NUM
about	2	/	3s	of	ADV	NUM	PUNCT
2	/	3s	of	the	NUM	PUNCT	NOUN
/	3s	of	the	top	PUNCT	NOUN	ADP
3s	of	the	top	25	NOUN	ADP	DET
of	the	top	25	al	ADP	DET	ADJ
the	top	25	al	-	DET	ADJ	NUM
top	25	al	-	Qaeda	ADJ	NUM	PROPN
25	al	-	Qaeda	commanders	NUM	PROPN	PUNCT
al	-	Qaeda	commanders	,	PROPN	PUNCT	PROPN
-	Qaeda	commanders	,	the	PUNCT	PROPN	NOUN
Qaeda	commanders	,	the	middle	PROPN	NOUN	PUNCT
commanders	,	the	middle	managers	NOUN	PUNCT	DET
,	the	middle	managers	are	PUNCT	DET	ADJ
the	middle	managers	are	not	DET	ADJ	NOUN
middle	managers	are	not	in	ADJ	NOUN	AUX
managers	are	not	in	close	NOUN	AUX	PART
are	not	in	close	contact	AUX	PART	ADP
not	in	close	contact	with	PART	ADP	ADJ
in	close	contact	with	al	ADP	ADJ	NOUN
close	contact	with	al	-	ADJ	NOUN	ADP
contact	with	al	-	Zawahiri	NOUN	ADP	PROPN
with	al	-	Zawahiri	and	ADP	PROPN	PUNCT
al	-	Zawahiri	and	Bin	PROPN	PUNCT	PROPN
-	Zawahiri	and	Bin	Laden	PUNCT	PROPN	CCONJ
Zawahiri	and	Bin	Laden	.	PROPN	CCONJ	PROPN
and	Bin	Laden	.	</s>	CCONJ	PROPN	PROPN
Bin	Laden	.	</s>	</s>	PROPN	PROPN	PUNCT
<s>	<s>	The	tape	was	<s>	<s>	DET
<s>	The	tape	was	a	<s>	DET	NOUN
The	tape	was	a	way	DET	NOUN	AUX
tape	was	a	way	to	NOUN	AUX	DET
was	a	way	to	signal	AUX	DET	NOUN
a	way	to	signal	priorities	DET	NOUN	PART
way	to	signal	priorities	.	NOUN	PART	VERB
to	signal	priorities	.	</s>	PART	VERB	NOUN
signal	priorities	.	</s>	</s>	VERB	NOUN	PUNCT
<s>	<s>	These	are	1	<s>	<s>	PRON
<s>	These	are	1	)	<s>	PRON	VERB
These	are	1	)	Assassinate	PRON	VERB	X
are	1	)	Assassinate	or	VERB	X	PUNCT
1	)	Assassinate	or	overthrow	X	PUNCT	VERB
)	Assassinate	or	overthrow	Gen.	PUNCT	VERB	CCONJ
Assassinate	or	overthrow	Gen.	Pervez	VERB	CCONJ	VERB
or	overthrow	Gen.	Pervez	Musharraf	CCONJ	VERB	PROPN
overthrow	Gen.	Pervez	Musharraf	,	VERB	PROPN	PROPN
Gen.	Pervez	Musharraf	,	the	PROPN	PROPN	PROPN
Pervez	Musharraf	,	the	Pakistani	PROPN	PROPN	PUNCT
Musharraf	,	the	Pakistani	military	PROPN	PUNCT	DET
,	the	Pakistani	military	"	PUNCT	DET	ADJ
the	Pakistani	military	"	president	DET	ADJ	ADJ
Pakistani	military	"	president	"	ADJ	ADJ	PUNCT
military	"	president	"	who	ADJ	PUNCT	NOUN
"	president	"	who	had	PUNCT	NOUN	PUNCT
president	"	who	had	made	NOUN	PUNCT	PRON
"	who	had	made	a	PUNCT	PRON	AUX
who	had	made	a	coup	PRON	AUX	VERB
had	made	a	coup	in	AUX	VERB	DET
made	a	coup	in	1999	VERB	DET	NOUN
a	coup	in	1999	and	DET	NOUN	ADP
coup	in	1999	and	has	NOUN	ADP	NUM
in	1999	and	has	thrown	ADP	NUM	CCONJ
1999	and	has	thrown	in	NUM	CCONJ	AUX
and	has	thrown	in	his	CCONJ	AUX	VERB
has	thrown	in	his	lot	AUX	VERB	ADV
thrown	in	his	lot	with	VERB	ADV	PRON
in	his	lot	with	the	ADV	PRON	NOUN
his	lot	with	the	United	PRON	NOUN	ADP
lot	with	the	United	States	NOUN	ADP	DET
with	the	United	States	against	ADP	DET	PROPN
the	United	States	against	the	DET	PROPN	PROPN
United	States	against	the	Taliban	PROPN	PROPN	ADP
States	against	the	Taliban	and	PROPN	ADP	DET
against	the	Taliban	and	al	ADP	DET	PROPN
the	Taliban	and	al	-	DET	PROPN	CCONJ
Taliban	and	al	-	Qaeda	PROPN	CCONJ	PROPN
and	al	-	Qaeda	.	CCONJ	PROPN	PUNCT
al	-	Qaeda	.	</s>	PROPN	PUNCT	PROPN
-	Qaeda	.	</s>	</s>	PUNCT	PROPN	PUNCT
<s>	<s>	Musharraf	has	been	<s>	<s>	PROPN
<s>	Musharraf	has	been	trying	<s>	PROPN	AUX
Musharraf	has	been	trying	to	PROPN	AUX	AUX
has	been	trying	to	purge	AUX	AUX	VERB
been	trying	to	purge	his	AUX	VERB	PART
trying	to	purge	his	officer	VERB	PART	VERB
to	purge	his	officer	corps	PART	VERB	PRON
purge	his	officer	corps	of	VERB	PRON	NOUN
his	officer	corps	of	the	PRON	NOUN	NOUN
officer	corps	of	the	substantial	NOUN	NOUN	ADP
corps	of	the	substantial	number	NOUN	ADP	DET
of	the	substantial	number	of	ADP	DET	ADJ
the	substantial	number	of	al	DET	ADJ	NOUN
substantial	number	of	al	-	ADJ	NOUN	ADP
number	of	al	-	Qaeda	NOUN	ADP	PROPN
of	al	-	Qaeda	sympathizers	ADP	PROPN	PUNCT
al	-	Qaeda	sympathizers	.	PROPN	PUNCT	PROPN
-	Qaeda	sympathizers	.	</s>	PUNCT	PROPN	NOUN
Qaeda	sympathizers	.	</s>	</s>	PROPN	NOUN	PUNCT
<s>	<s>	His	military	intelligence	<s>	<s>	PRON
<s>	His	military	intelligence	has	<s>	PRON	ADJ
His	military	intelligence	has	captured	PRON	ADJ	NOUN
military	intelligence	has	captured	major	ADJ	NOUN	AUX
intelligence	has	captured	major	figures	NOUN	AUX	VERB
has	captured	major	figures	like	AUX	VERB	ADJ
captured	major	figures	like	Abu	VERB	ADJ	NOUN
major	figures	like	Abu	Zubayda	ADJ	NOUN	ADP
figures	like	Abu	Zubayda	and	NOUN	ADP	PROPN
like	Abu	Zubayda	and	Khalid	ADP	PROPN	PROPN
Abu	Zubayda	and	Khalid	Shaykh	PROPN	PROPN	CCONJ
Zubayda	and	Khalid	Shaykh	Muhammad	PROPN	CCONJ	PROPN
